data_czas,tura,faza,nacja,kategoria_akcji,jednostka_glowna,jednostki_wspierajace,zlozonsc_akcji,wymagana_koordynacja,typ_formacji,przewaga_terenu,oczekiwana_reakcja_wroga,wskazniki_sukcesu,czas_wykonania_ms,liczba_mikro_decyzji,wspolpraca_jednostek,innowacja_taktyczna,ograniczenie_ryzyka,plan_awaryjny_gotowy
2025-09-17 21:55:20,,,Polska,second_move,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:20,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:20,,,Polska,second_move,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:20,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:20,,,Polska,second_move,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:20,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_analysis,RESUPPLY_NEEDS,N/A,N/A,N/A,N/A,N/A,N/A,NEEDS_ANALYSIS MULTI_TURN_START | TOTAL_FUEL_NEEDED: 12 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 12 | BUDGET_AVAILABLE: 83 | UNITS_REQUIRING_HELP: 8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=4 | AFTER: fuel=3 combat=4,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=4 | AFTER: fuel=3 combat=4,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=11 | AFTER: fuel=2 combat=11,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Pluton__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=8 | AFTER: fuel=2 combat=8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=14 | AFTER: fuel=2 combat=14,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=6 | AFTER: fuel=3 combat=6,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=8 | AFTER: fuel=2 combat=8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=6 | AFTER: fuel=3 combat=6,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_summary,RESUPPLY_OPERATION,N/A,N/A,N/A,N/A,N/A,N/A,RESUPPLY_SUMMARY MULTI_TURN_START | TOTAL_PE_SPENT: 8 | UNITS_RESUPPLIED: 8/8 | BUDGET_ALLOCATED: 83 | PE_REMAINING: 96,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,1,N/A,29,22.5,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Pluton__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after MULTI_TURN_START,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_analysis,RESUPPLY_NEEDS,N/A,N/A,N/A,N/A,N/A,N/A,NEEDS_ANALYSIS PRE_RAID_OPTIMIZATION | TOTAL_FUEL_NEEDED: 13 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 13 | BUDGET_AVAILABLE: 76 | UNITS_REQUIRING_HELP: 8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=2 combat=0 total=2 | BEFORE: fuel=1 combat=4 | AFTER: fuel=3 combat=4,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=4 | AFTER: fuel=3 combat=4,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=11 | AFTER: fuel=2 combat=11,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Pluton__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=8 | AFTER: fuel=2 combat=8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=14 | AFTER: fuel=2 combat=14,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=6 | AFTER: fuel=3 combat=6,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=1 combat=8 | AFTER: fuel=2 combat=8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_detailed,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=6 | AFTER: fuel=3 combat=6,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_summary,RESUPPLY_OPERATION,N/A,N/A,N/A,N/A,N/A,N/A,RESUPPLY_SUMMARY PRE_RAID_OPTIMIZATION | TOTAL_PE_SPENT: 9 | UNITS_RESUPPLIED: 8/8 | BUDGET_ALLOCATED: 76 | PE_REMAINING: 87,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,1,N/A,29,22.5,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Pluton__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_analysis,RESUPPLY_NEEDS,N/A,N/A,N/A,N/A,N/A,N/A,NEEDS_ANALYSIS PRE_RAID_OPTIMIZATION | TOTAL_FUEL_NEEDED: 12 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 12 | BUDGET_AVAILABLE: 69 | UNITS_REQUIRING_HELP: 8,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_bonus,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 20 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_bonus,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 19 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_bonus,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 18 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_bonus,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 17 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,,,Polska,resupply_summary,RESUPPLY_OPERATION,N/A,N/A,N/A,N/A,N/A,N/A,RESUPPLY_SUMMARY PRE_RAID_OPTIMIZATION | TOTAL_PE_SPENT: 4 | UNITS_RESUPPLIED: 0/8 | BUDGET_ALLOCATED: 69 | PE_REMAINING: 83,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,1,N/A,29,22.5,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Pluton__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:21,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:21,,,Polska,second_move,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_analysis,RESUPPLY_NEEDS,N/A,N/A,N/A,N/A,N/A,N/A,NEEDS_ANALYSIS PRE_RAID_OPTIMIZATION | TOTAL_FUEL_NEEDED: 17 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 17 | BUDGET_AVAILABLE: 74 | UNITS_REQUIRING_HELP: 9,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 19 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,P_Pluton__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 18 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,P_Batalion__3_Pu_k_Piechoty,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 17 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,P_Pluton__3_Kompania_Grenadier_w,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 16 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 15 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 14 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 13 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_bonus,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,bonus_phase PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BONUS_ALLOCATION: 2 PE available | REMAINING_BUDGET: 12 PE,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_summary,RESUPPLY_OPERATION,N/A,N/A,N/A,N/A,N/A,N/A,RESUPPLY_SUMMARY PRE_RAID_OPTIMIZATION | TOTAL_PE_SPENT: 8 | UNITS_RESUPPLIED: 0/9 | BUDGET_ALLOCATED: 74 | PE_REMAINING: 75,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:22,,,Polska,second_move,P_Kompania__3_Batalion_Strzelc_w,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:22,,,Polska,second_move,Z_Pluton__3_Batalion_Wsparcia,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:22,,,Polska,second_move,Z_Pluton__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:22,,,Polska,second_move,Z_Kompania__3_Kompania_Zaopatrzeniowa,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
2025-09-17 21:55:22,,,Polska,second_move,K_Pluton__3_Oddzia_Jazdy,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,1,N/A,29,30.0,N/A,False,N/A
2025-09-17 21:55:22,,,Polska,second_move,Z_Pluton__3_Kompania_Zaopatrzeniowa_20250913214023,N/A,N/A,N/A,N/A,N/A,N/A,second_chance after PRE_RAID_OPTIMIZATION,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_analysis,RESUPPLY_NEEDS,N/A,N/A,N/A,N/A,N/A,N/A,NEEDS_ANALYSIS LOW_FUEL | TOTAL_FUEL_NEEDED: 15 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 15 | BUDGET_AVAILABLE: 60 | UNITS_REQUIRING_HELP: 9,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_detailed,Z_Pluton__3_Kompania_Zaopatrzeniowa_20250913214023,N/A,N/A,N/A,N/A,N/A,N/A,phase1 LOW_FUEL | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=4 | AFTER: fuel=3 combat=4,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,,,Polska,resupply_summary,RESUPPLY_OPERATION,N/A,N/A,N/A,N/A,N/A,N/A,RESUPPLY_SUMMARY LOW_FUEL | TOTAL_PE_SPENT: 1 | UNITS_RESUPPLIED: 1/9 | BUDGET_ALLOCATED: 60 | PE_REMAINING: 74,,N/A,N/A,N/A,N/A,N/A
2025-09-17 21:55:22,N/A,target_selection,Polska,target_analysis,N/A,N/A,29,N/A,N/A,N/A,N/A,999,N/A,29,-1,N/A,False,N/A
